day,festival,month,name,ville,year
19.0,MONTREUX JAZZ FESTIVAL,Juil.,DANIEL DB,Montreux,2013.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,ALEJANDRO REYES,Montreux,2013.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,LA VELLE,Montreux,2013.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,JOE COCKER,Montreux,2013.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,DELUXE,Montreux,2013.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,DIRTY SOUND MAGNET,Montreux,2013.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ REAS,Montreux,2013.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,GYPSY SOUND SYSTEM,Montreux,2013.0
21.0,MONTREUX JAZZ FESTIVAL,Juil.,MARCUS MILLER,Montreux,2013.0
21.0,MONTREUX JAZZ FESTIVAL,Juil.,PHILIPP FANKHAUSER,Montreux,2013.0
29.0,MONTREUX JAZZ FESTIVAL,Juin,AMY MACDONALD,Montreux,2012.0
29.0,MONTREUX JAZZ FESTIVAL,Juin,JOE BONAMASSA,Montreux,2012.0
30.0,MONTREUX JAZZ FESTIVAL,Juin,JORGE BEN JOR,Montreux,2012.0
30.0,MONTREUX JAZZ FESTIVAL,Juin,CHRIS CORNELL,Montreux,2012.0
1.0,MONTREUX JAZZ FESTIVAL,Juil.,JETHRO TULL,Montreux,2012.0
1.0,MONTREUX JAZZ FESTIVAL,Juil.,BOBBY MC FERRIN,Montreux,2012.0
2.0,MONTREUX JAZZ FESTIVAL,Juil.,ALANIS MORISSETTE,Montreux,2012.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,KATIE MELUA,Montreux,2012.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,PACO DE LUCIA,Montreux,2012.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,NOEL GALLAGHER'S HIGH FLYING BIRDS,Montreux,2012.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,LANA DEL REY,Montreux,2012.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,D'ANGELO,Montreux,2012.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,RUFUS WAINWRIGHT,Montreux,2012.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,ADRIANA CALCANHOTTO,Montreux,2012.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,BOBBY WOMACK,Montreux,2012.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,BUDDY GUY,Montreux,2012.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,MARTINA TOPLEY BIRD,Montreux,2012.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,BOB DYLAN,Montreux,2012.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,JULIETTE GRECO,Montreux,2012.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,PITBULL,Montreux,2012.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,TROMBONE SHORTY & ORLEANS AVENUE,Montreux,2012.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,ANASTACIA,Montreux,2012.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,MELODY GARDOT,Montreux,2012.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,HERBIE HANCOCK,Montreux,2012.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,TONY BENNETT,Montreux,2012.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,NIGHTWISH,Montreux,2012.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,JESSIE J,Montreux,2012.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,CHIC FEAT. NILE RODGERS,Montreux,2012.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,THE TING TINGS,Montreux,2012.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,HERBERT GRÖNEMEYER,Montreux,2012.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,JANELLE MONAE,Montreux,2012.0
3.0,MONTREUX JAZZ FESTIVAL,Nov.,MAURANE,Montreux,2012.0
8.0,MONTREUX JAZZ FESTIVAL,Dec.,JULIE VICTOR,Montreux,2012.0
1.0,MONTREUX JAZZ FESTIVAL,Juil.,SANTANA,Montreux,2011.0
1.0,MONTREUX JAZZ FESTIVAL,Juil.,THE SKATALITES,Montreux,2011.0
2.0,MONTREUX JAZZ FESTIVAL,Juil.,THE DEREK TRUCKS BAND,Montreux,2011.0
2.0,MONTREUX JAZZ FESTIVAL,Juil.,CHARLES BRADLEY,Montreux,2011.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,BB KING,Montreux,2011.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,BILAL,Montreux,2011.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,ROBERT RANDOLPH & THE FAMILY BAND,Montreux,2011.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,THE PRETTY RECKLESS,Montreux,2011.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,GEORGE BENSON,Montreux,2011.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,JAMES BLAKE,Montreux,2011.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,RICKY MARTIN,Montreux,2011.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,TROMBONE SHORTY & ORLEANS AVENUE,Montreux,2011.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,PAOLO NUTINI,Montreux,2011.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,RICHARD BONA,Montreux,2011.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,ZIGGY MARLEY,Montreux,2011.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,DONAVON FRANKENREITER,Montreux,2011.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,ANA CAROLINA,Montreux,2011.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,HAROLD LOPEZ NUSSA,Montreux,2011.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,JAMES VINCENT MC MORROW,Montreux,2011.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,MARIO BIONDI,Montreux,2011.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,STING,Montreux,2011.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,ERIK TRUFFAZ,Montreux,2011.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,ASA,Montreux,2011.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,ESPERANZA SPALDING,Montreux,2011.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,QUINCY JONES,Montreux,2011.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,DANIEL LANOIS,Montreux,2011.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,PAUL SIMON,Montreux,2011.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,MOS DEF aka YASIIN BEY,Montreux,2011.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,AFRIKA BAMBAATAA,Montreux,2011.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,LIZA MINNELLI,Montreux,2011.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,DEEP PURPLE,Montreux,2011.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,CODY CHESNUTT,Montreux,2011.0
1.0,MONTREUX JAZZ FESTIVAL,Juil.,PHIL COLLINS,Montreux,2010.0
2.0,MONTREUX JAZZ FESTIVAL,Juil.,ROXY MUSIC,Montreux,2010.0
2.0,MONTREUX JAZZ FESTIVAL,Juil.,BEACH HOUSE,Montreux,2010.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,WILLY MASON,Montreux,2010.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,THE DEAD WEATHER,Montreux,2010.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,BRAD MEHLDAU,Montreux,2010.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,CHARLOTTE GAINSBOURG,Montreux,2010.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,MISSY ELLIOTT,Montreux,2010.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,VAMPIRE WEEKEND,Montreux,2010.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,GARY MOORE,Montreux,2010.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,JANELLE MONAE,Montreux,2010.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,REGINA SPEKTOR,Montreux,2010.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,PAT METHENY,Montreux,2010.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,MARTINA TOPLEY BIRD,Montreux,2010.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,PACO DE LUCIA,Montreux,2010.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,ANGELIQUE KIDJO,Montreux,2010.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,EMILIE SIMON,Montreux,2010.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,VANESSA PARADIS,Montreux,2010.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,LUCIANO (reggae),Montreux,2010.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,KEITH JARRETT,Montreux,2010.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,GIL SCOTT HERON,Montreux,2010.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,PEPE LIENHARD,Montreux,2010.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,JULIAN LAGE,Montreux,2010.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,DIANA KRALL,Montreux,2010.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,BUDDY GUY,Montreux,2010.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,SIMPLY RED,Montreux,2010.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,SOPHIE HUNGER,Montreux,2010.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,MARK KNOPFLER,Montreux,2010.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,SOLANGE LA FRANGE / LA PATRONNE,Montreux,2010.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,HERBIE HANCOCK,Montreux,2010.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,DE LA SOUL,Montreux,2010.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,KATIE MELUA,Montreux,2010.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,COCOROSIE,Montreux,2010.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,OSCAR D'LEON,Montreux,2009.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,UNDERWORLD,Montreux,2009.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,STEELY DAN,Montreux,2009.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,BLACK MILK,Montreux,2009.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,HERBIE HANCOCK,Montreux,2009.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,ALELA DIANE,Montreux,2009.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,BLACK EYED PEAS,Montreux,2009.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,ERIK LEWIS aka ELEW,Montreux,2009.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,LILY ALLEN,Montreux,2009.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,JAMIE CULLUM,Montreux,2009.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,ALICE COOPER,Montreux,2009.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,BLOC PARTY,Montreux,2009.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,THE DEREK TRUCKS BAND,Montreux,2009.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,RAPHAEL SAADIQ,Montreux,2009.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,BAABA MAAL,Montreux,2009.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,JEDI MIND TRICKS,Montreux,2009.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,NATURALLY 7,Montreux,2009.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,GRACE JONES,Montreux,2009.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,BB KING,Montreux,2009.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,DJ KRUSH,Montreux,2009.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,GEORGE BENSON,Montreux,2009.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,MARIANNE FAITHFULL,Montreux,2009.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,BETTYE LAVETTE,Montreux,2009.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,JOHN SCOFIELD,Montreux,2009.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,KODO,Montreux,2009.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,RAY PARKER JR,Montreux,2009.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,SCOTT MATTHEW,Montreux,2009.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,STATUS QUO,Montreux,2009.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,ALLEN TOUSSAINT,Montreux,2009.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,MELODY GARDOT,Montreux,2009.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,JEFF BECK,Montreux,2009.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,PRINCE,Montreux,2009.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,DONNA SUMMER,Montreux,2009.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,THE BEWITCHED HANDS,Montreux,2009.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,PRINCE,Montreux,2009.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,N.E.R.D.,Montreux,2008.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,ERYKAH BADU,Montreux,2008.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,CANSEI DE SER SEXY (CSS),Montreux,2008.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,THE WHIP,Montreux,2008.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,FISCHERSPOONER,Montreux,2008.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,JOE JACKSON,Montreux,2008.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,SHERYL CROW,Montreux,2008.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,ASHER SELECTOR,Montreux,2008.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,ROOTSMAN,Montreux,2008.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,MYKAL ROSE / MICHAEL ROSE,Montreux,2008.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,EARL 16,Montreux,2008.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,PRINCE ALLA,Montreux,2008.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,JOAN BAEZ,Montreux,2008.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,K D LANG,Montreux,2008.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,MELODY GARDOT,Montreux,2008.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,CAMILLE,Montreux,2008.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,SOPHIE HUNGER,Montreux,2008.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,YAEL NAIM,Montreux,2008.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,OTIS TAYLOR,Montreux,2008.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,BUDDY GUY,Montreux,2008.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,JOHN MAYALL,Montreux,2008.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,THE RACONTEURS,Montreux,2008.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,VAMPIRE WEEKEND,Montreux,2008.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,LEONARD COHEN,Montreux,2008.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,M.I.A (MIA),Montreux,2008.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,MADNESS,Montreux,2008.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,PAUL SIMON,Montreux,2008.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,BUDDY GUY,Montreux,2008.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,ROBERT CRAY,Montreux,2008.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,TRAVIS,Montreux,2008.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,GNARLS BARKLEY,Montreux,2008.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,GOSSIP,Montreux,2008.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,DAS POP,Montreux,2008.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,THE KILLS,Montreux,2008.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,TOWER OF POWER,Montreux,2008.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,ETTA JAMES,Montreux,2008.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,DAVID SANBORN,Montreux,2008.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,RICHARD GALLIANO,Montreux,2008.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,CHICO CESAR,Montreux,2008.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,HAMILTON DE HOLLANDA,Montreux,2008.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,GILBERTO GIL,Montreux,2008.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,MART'NALIA,Montreux,2008.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,ELBA RAMALHO,Montreux,2008.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,MARK RONSON,Montreux,2008.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,ADELE (UK),Montreux,2008.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,JILL SCOTT,Montreux,2008.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,CHAKA KHAN,Montreux,2008.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,HERBIE HANCOCK,Montreux,2008.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,RAHSAAN PATTERSON,Montreux,2008.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,MILTON NASCIMENTO,Montreux,2008.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,JOAO BOSCO,Montreux,2008.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,QUINCY'S 80TH ANNIVERSARY CELEBRATION,Montreux,2008.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,NIELS LANDGREN,Montreux,2008.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,MICK HUCKNALL,Montreux,2008.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,BABYSHAMBLES,Montreux,2008.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,BLOOD RED SHOES,Montreux,2008.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,LENNY KRAVITZ,Montreux,2008.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,THE NATIONAL,Montreux,2008.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,THE KISSAWAY TRAIL,Montreux,2008.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,INTERPOL,Montreux,2008.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,ALICIA KEYS,Montreux,2008.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,KATIE MELUA,Montreux,2008.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,BRISA ROCHE,Montreux,2008.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,CHICK COREA,Montreux,2008.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,MARCUS MILLER,Montreux,2008.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,STANLEY CLARKE,Montreux,2008.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,AL DI MEOLA,Montreux,2008.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,LENNY WHITE,Montreux,2008.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,EUGENIO BENNATO,Montreux,2008.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,JAVIER LIMON,Montreux,2008.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,DEEP PURPLE,Montreux,2008.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,PETE ROCK,Montreux,2008.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,TALIB KWELI,Montreux,2008.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,GREIS,Montreux,2008.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,THE CHEMICAL BROTHERS,Montreux,2007.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,YOUSSOU N'DOUR,Montreux,2007.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,MOTORHEAD,Montreux,2007.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,"THE GOOD, THE BAD AND THE QUEEN",Montreux,2007.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,HERMAN DUNE,Montreux,2007.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,PLACEBO,Montreux,2007.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,JOHN LEGEND,Montreux,2007.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,CHICK COREA,Montreux,2007.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,INDIA ARIE,Montreux,2007.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,SASKIA RAO,Montreux,2007.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,BEASTIE BOYS,Montreux,2007.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,GARY BURTON,Montreux,2007.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,CHICK COREA,Montreux,2007.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,FAITHLESS,Montreux,2007.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,BEASTIE BOYS,Montreux,2007.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,PAT METHENY,Montreux,2007.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,BRAD MEHLDAU,Montreux,2007.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,WILCO,Montreux,2007.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,TORI AMOS,Montreux,2007.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,GEORGE BENSON,Montreux,2007.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,AL JARREAU,Montreux,2007.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,FAUVE,Montreux,2007.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,RUFUS WAINWRIGHT,Montreux,2007.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,LAMBCHOP,Montreux,2007.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,IDRISSA DIOP,Montreux,2007.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,SLY & THE FAMILY STONE,Montreux,2007.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,LIVING COLOUR,Montreux,2007.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,HORACE ANDY,Montreux,2007.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,TOKYO SKA PARADISE ORCHESTRA,Montreux,2007.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,FRED LOCKS,Montreux,2007.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,ROOTSMAN,Montreux,2007.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,BEENIE MAN,Montreux,2007.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,OLODUM,Montreux,2007.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,POP LEVI,Montreux,2007.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,CELYANE,Montreux,2007.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,RITA MITSOUKO,Montreux,2007.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,RICKIE LEE JONES,Montreux,2007.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,JEFF BECK,Montreux,2007.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,MARIA BETHANIA,Montreux,2007.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,LARRY CARLTON,Montreux,2007.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,"MEDESKI, MARTIN & WOOD",Montreux,2007.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,ROBBEN FORD,Montreux,2007.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,NORAH JONES,Montreux,2007.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,ROGER HODGSON & HIS BAND,Montreux,2007.0
17.0,MONTREUX JAZZ FESTIVAL,Juil.,FOREIGNER,Montreux,2007.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,GIANNA NANNINI,Montreux,2007.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,CANDY DULFER,Montreux,2007.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,VAN MORRISON,Montreux,2007.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,WU TANG CLAN,Montreux,2007.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,RZA,Montreux,2007.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,GZA THE GENIUS,Montreux,2007.0
18.0,MONTREUX JAZZ FESTIVAL,Juil.,METHOD MAN,Montreux,2007.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,THE B 52's,Montreux,2007.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,PET SHOP BOYS,Montreux,2007.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,PAOLO NUTINI,Montreux,2007.0
19.0,MONTREUX JAZZ FESTIVAL,Juil.,PETER VON POEHL,Montreux,2007.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,DR JOHN & THE NITE TRIPPERS,Montreux,2007.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,VAN MORRISON,Montreux,2007.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,SOLOMON BURKE,Montreux,2007.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,ERIK TRUFFAZ,Montreux,2007.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,KEREN ANN,Montreux,2007.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,ED HARCOURT,Montreux,2007.0
20.0,MONTREUX JAZZ FESTIVAL,Juil.,ABD AL MALIK,Montreux,2007.0
21.0,MONTREUX JAZZ FESTIVAL,Juil.,JIMMY CLIFF,Montreux,2007.0
21.0,MONTREUX JAZZ FESTIVAL,Juil.,SEAL,Montreux,2007.0
21.0,MONTREUX JAZZ FESTIVAL,Juil.,LAURENT GARNIER,Montreux,2007.0
21.0,MONTREUX JAZZ FESTIVAL,Juil.,ROCE,Montreux,2007.0
21.0,MONTREUX JAZZ FESTIVAL,Juil.,GALAXY 2 GALAXY,Montreux,2007.0
30.0,MONTREUX JAZZ FESTIVAL,Juin,CHIC FEAT. NILE RODGERS,Montreux,2006.0
30.0,MONTREUX JAZZ FESTIVAL,Juin,JIMMY PAGE/ROBERT PLANT,Montreux,2006.0
